"value" "AUC" "True prevalence" "type" "mean" "lower CI" "upper CI" "size.interval"
"1463" 0.2945 "0.8" 0.01 "Max Youden - uncorrected" 0.0422353488411539 0.0082515611061553 0.0744274809160308 0.0661759198098755
"1464" 0.0123 "0.8" 0.01 "High specificity - uncorrected" 0.0281055063299379 -0.0328124999999998 0.065934065934066 0.0987465659340658
"1465" 0.1739 "0.95" 0.04 "Max Youden - uncorrected" 0.0432980962590623 0.0271782573940847 0.0595520421607377 0.032373784766653
"1466" 0.0254 "0.95" 0.04 "High specificity - uncorrected" 0.0446837597213174 0.0337313432835824 0.0567846607669619 0.0230533174833795
"1469" 0.3247 "0.85" 0.08 "Max Youden - uncorrected" 0.0688552723700624 0.0395927601809953 0.0978099480326651 0.0582171878516698
"1470" 0.0263 "0.85" 0.08 "High specificity - uncorrected" 0.106060701777653 0.0789473684210526 0.130086313193588 0.0511389447725354
"1473" 0.2696 "0.85" 0.04 "Max Youden - uncorrected" 0.0488323161184127 0.0204004533434079 0.0753649635036494 0.0549645101602415
"1474" 0.0155 "0.85" 0.04 "High specificity - uncorrected" 0.0394928111047589 -0.016268980477224 0.067817509247843 0.084086489725067
"1477" 0.2547 "0.9" 0.08 "Max Youden - uncorrected" 0.0797695971041915 0.0578639581409662 0.100454545454545 0.0425905873135788
"1478" 0.032 "0.9" 0.08 "High specificity - uncorrected" 0.0995638255849614 0.0773869346733672 0.119847328244275 0.0424603935709078
"1481" 0.257 "0.9" 0.08 "Max Youden - uncorrected" 0.090040076367785 0.0698856416772555 0.109317343173432 0.0394317014961765
"1482" 0.0283 "0.9" 0.08 "High specificity - uncorrected" 0.0866553262941051 0.0677290836653389 0.105747126436781 0.0380180427714421
"1487" 0.1918 "0.95" 0.08 "Max Youden - uncorrected" 0.0891259661092358 0.0738514957264959 0.104090672225117 0.0302391764986211
"1488" 0.0419 "0.95" 0.08 "High specificity - uncorrected" 0.0851080382730366 0.0717809570794275 0.0984230560087004 0.0266420989292729
"1489" 0.2308 "0.95" 0.08 "Max Youden - uncorrected" 0.0904368636052659 0.0737179487179489 0.105759162303665 0.0320412135857161
"1490" 0.036 "0.95" 0.08 "High specificity - uncorrected" 0.0803441818670297 0.0666449934980493 0.0933609958506227 0.0267160023525734
"1491" 0.3822 "0.8" 0.04 "Max Youden - uncorrected" 0.0533582856956267 0.0181208053691275 0.0883408071748881 0.0702200018057606
"1492" 0.0166 "0.8" 0.04 "High specificity - uncorrected" 0.0691278556379926 0.0104895104895094 0.118147448015123 0.107657937525614
"1493" 0.3526 "0.85" 0.08 "Max Youden - uncorrected" 0.0758933801849716 0.0464408070041873 0.104357378249725 0.0579165712455377
"1494" 0.0152 "0.85" 0.08 "High specificity - uncorrected" 0.0540134973632498 0.00762195121951137 0.0905096660808434 0.082887714861332
"1495" 0.176 "0.95" 0.04 "Max Youden - uncorrected" 0.0444830369101516 0.0288513150831992 0.0605663345568957 0.0317150194736965
"1496" 0.0254 "0.95" 0.04 "High specificity - uncorrected" 0.0415763440444572 0.0304035378662241 0.0520833333333335 0.0216797954671094
"1499" 0.2022 "0.95" 0.04 "Max Youden - uncorrected" 0.0527128991313148 0.0365249152100183 0.0699508663046289 0.0334259510946106
"1500" 0.0202 "0.95" 0.04 "High specificity - uncorrected" 0.0337258231283636 0.0219002695417788 0.0458422174840088 0.02394194794223
"1501" 0.3481 "0.8" 0.08 "Max Youden - uncorrected" 0.0957940266952577 0.0602569782897654 0.128704487722269 0.0684475094325036
"1502" 0.0159 "0.8" 0.08 "High specificity - uncorrected" 0.0778209630282618 0.0282685512367499 0.121359223300971 0.0930906720642211
"1503" 0.2301 "0.9" 0.04 "Max Youden - uncorrected" 0.0353326234623443 0.0151324085750316 0.0570271112496104 0.0418947026745788
"1504" 0.0166 "0.9" 0.04 "High specificity - uncorrected" 0.0342393649900873 0.00863213811421035 0.0516898608349899 0.0430577227207796
"1505" 0.1977 "0.95" 0.08 "Max Youden - uncorrected" 0.0794324495278198 0.0633342057053127 0.0949104128797714 0.0315762071744587
"1506" 0.0375 "0.95" 0.08 "High specificity - uncorrected" 0.0700813608974207 0.0551181102362204 0.0836272040302264 0.028509093794006
"1507" 0.2647 "0.9" 0.08 "Max Youden - uncorrected" 0.083968029039747 0.0629996802046692 0.104576167076167 0.0415764868714978
"1508" 0.0262 "0.9" 0.08 "High specificity - uncorrected" 0.0885035221557919 0.0650195058517556 0.111660079051383 0.0466405731996274
"1509" 0.2727 "0.9" 0.08 "Max Youden - uncorrected" 0.0795786216462285 0.0561674008810574 0.10070293398533 0.0445355331042726
"1510" 0.0278 "0.9" 0.08 "High specificity - uncorrected" 0.0854751826295931 0.0659229208924944 0.103542234332425 0.0376193134399306
"1511" 0.1774 "0.95" 0.04 "Max Youden - uncorrected" 0.0381919245939206 0.0220548682087143 0.0532026143790849 0.0311477461703706
"1512" 0.0279 "0.95" 0.04 "High specificity - uncorrected" 0.049327961929762 0.0378346915017466 0.060655737704918 0.0228210462031714
"1519" 0.3103 "0.8" 0.04 "Max Youden - uncorrected" 0.0389504459851622 0.00628930817610093 0.0709067468844003 0.0646174387082994
"1520" 0.0136 "0.8" 0.04 "High specificity - uncorrected" 0.0437686382713904 -0.00563380281690079 0.0928725701943838 0.0985063730112846
"1521" 0.2722 "0.85" 0.01 "Max Youden - uncorrected" 0.0208026492762426 -0.00755001887504719 0.0501121914734479 0.0576622103484951
"1522" 0.0092 "0.85" 0.01 "High specificity - uncorrected" -0.00813979243537659 -0.0382409177820268 0.0204081632653069 0.0586490810473337
"1523" 0.3292 "0.85" 0.08 "Max Youden - uncorrected" 0.0739758167388693 0.0447732513451193 0.101948754962108 0.0571755036169887
"1524" 0.0132 "0.85" 0.08 "High specificity - uncorrected" 0.0345097136970281 0.00236966824644524 0.07306338028169 0.0706937120352448
"1525" 0.2565 "0.9" 0.08 "Max Youden - uncorrected" 0.0791124728651121 0.059191530317613 0.101622283440465 0.042430753122852
"1526" 0.0218 "0.9" 0.08 "High specificity - uncorrected" 0.0640928800884279 0.0384097035040434 0.0893246187363833 0.0509149152323399
"1527" 0.2153 "0.95" 0.08 "Max Youden - uncorrected" 0.0896722486661086 0.0733297844024487 0.104842931937173 0.0315131475347243
"1528" 0.0349 "0.95" 0.08 "High specificity - uncorrected" 0.0681194841660741 0.0548885077186961 0.0826623725174448 0.0277738647987487
"1533" 0.3578 "0.8" 0.08 "Max Youden - uncorrected" 0.0818578496802434 0.0472527472527474 0.116956521739131 0.0697037744863836
"1534" 0.0135 "0.8" 0.08 "High specificity - uncorrected" 0.0506239315860026 0.00604229607250688 0.0941320293398537 0.0880897332673468
"1537" 0.3193 "0.8" 0.08 "Max Youden - uncorrected" 0.0712323438298349 0.032907196969697 0.105682307361171 0.072775110391474
"1538" 0.0146 "0.8" 0.08 "High specificity - uncorrected" 0.0747310184630419 0.0223880597014942 0.124213836477988 0.101825776776494
"1541" 0.2981 "0.9" 0.08 "Max Youden - uncorrected" 0.102664117301773 0.0811965811965814 0.123733497083205 0.0425369158866236
"1542" 0.0278 "0.9" 0.08 "High specificity - uncorrected" 0.0850174827952604 0.0563291139240501 0.10523613963039 0.0489070257063399
"1543" 0.2713 "0.9" 0.08 "Max Youden - uncorrected" 0.0769463274813129 0.0529336734693876 0.0996258185219833 0.0466921450525957
"1544" 0.0241 "0.9" 0.08 "High specificity - uncorrected" 0.0782018378592551 0.0547722342733188 0.0971659919028346 0.0423937576295158
"1545" 0.2655 "0.9" 0.04 "Max Youden - uncorrected" 0.052352215366375 0.0304022450888682 0.0734848484848484 0.0430826033959802
"1546" 0.0166 "0.9" 0.04 "High specificity - uncorrected" 0.0344151007345186 0.0149342891278372 0.0556499575191159 0.0407156683912787
"1547" 0.2831 "0.9" 0.08 "Max Youden - uncorrected" 0.0810628801205135 0.0592662276575727 0.103300733496333 0.0440345058387603
"1548" 0.0279 "0.9" 0.08 "High specificity - uncorrected" 0.090511801133192 0.0649942987457245 0.116666666666666 0.0516723679209415
"1551" 0.1804 "0.95" 0.01 "Max Youden - uncorrected" 0.0135803066118548 -0.00322667383705291 0.0313405319989466 0.0345672058359995
"1552" 0.0133 "0.95" 0.01 "High specificity - uncorrected" 0.00935334373939369 0.00231006160164246 0.0175661914460283 0.0152561298443858
"1555" 0.3465 "0.85" 0.08 "Max Youden - uncorrected" 0.0732494580006157 0.0438239644970415 0.10121906169191 0.0573950971948685
"1556" 0.0138 "0.85" 0.08 "High specificity - uncorrected" 0.0400832672705083 -0.0211640211640218 0.0857418111753362 0.106905832339358
"1561" 0.338 "0.8" 0.08 "Max Youden - uncorrected" 0.042367463331516 0.00656968559361834 0.0753303964757709 0.0687607108821526
"1562" 0.0177 "0.8" 0.08 "High specificity - uncorrected" 0.0888946026358662 0.049861495844876 0.126649076517151 0.076787580672275
"1563" 0.2617 "0.9" 0.08 "Max Youden - uncorrected" 0.0610393703252062 0.0380784061696659 0.0838313935199747 0.0457529873503088
"1564" 0.0259 "0.9" 0.08 "High specificity - uncorrected" 0.0775600813947283 0.0575539568345318 0.0959425190194419 0.0383885621849101
"1565" 0.4386 "0.8" 0.04 "Max Youden - uncorrected" 0.0681867247347538 0.0257801899592946 0.108090753424658 0.0823105634653634
"1566" 0.0096 "0.8" 0.04 "High specificity - uncorrected" -0.0120988578091565 -0.0641025641025652 0.0303030303030306 0.0944055944055958
"1567" 0.2219 "0.9" 0.04 "Max Youden - uncorrected" 0.0273178302842402 0.0038535645472061 0.052173913043478 0.0483203484962719
"1568" 0.0171 "0.9" 0.04 "High specificity - uncorrected" 0.0399976030977648 0.0162790697674414 0.0592841163310959 0.0430050465636545
"1573" 0.2611 "0.85" 0.01 "Max Youden - uncorrected" 0.0200253124927618 -0.00495615707205499 0.0469593378913278 0.0519154949633828
"1574" 0.0082 "0.85" 0.01 "High specificity - uncorrected" -0.0143626948809368 -0.0441176470588234 0.0149384885764502 0.0590561356352736
"1577" 0.3288 "0.85" 0.08 "Max Youden - uncorrected" 0.0928458883061853 0.0653669724770642 0.119353654058024 0.0539866815809598
"1578" 0.0199 "0.85" 0.08 "High specificity - uncorrected" 0.0860220472696052 0.0550161812297728 0.115864527629233 0.0608483463994602
"1579" 0.3335 "0.8" 0.01 "Max Youden - uncorrected" -0.0219086741654111 -0.0609647163912458 0.0140969162995594 0.0750616326908052
"1580" 0.0099 "0.8" 0.01 "High specificity - uncorrected" -0.00174938183069177 -0.0382352941176477 0.032828282828282 0.0710635769459297
"1581" 0.163 "0.95" 0.04 "Max Youden - uncorrected" 0.0400572127628814 0.0245858532737312 0.0551489806586513 0.0305631273849201
"1582" 0.0232 "0.95" 0.04 "High specificity - uncorrected" 0.0365250340112926 0.0252894576477757 0.0483948251078102 0.0231053674600345
"1589" 0.2394 "0.9" 0.08 "Max Youden - uncorrected" 0.058616809873701 0.0365506329113922 0.0792017461802307 0.0426511132688385
"1590" 0.0233 "0.9" 0.08 "High specificity - uncorrected" 0.0668328879461743 0.0425675675675674 0.0898815931108716 0.0473140255433042
"1599" 0.3062 "0.85" 0.04 "Max Youden - uncorrected" 0.0551783385233055 0.024770642201835 0.0850450450450449 0.0602744028432099
"1600" 0.0115 "0.85" 0.04 "High specificity - uncorrected" 0.0192590242739201 -0.0141176470588233 0.0572998430141294 0.0714174900729527
"1601" 0.2594 "0.9" 0.08 "Max Youden - uncorrected" 0.067879574299673 0.0472022507033448 0.088172371638142 0.0409701209347972
"1602" 0.0231 "0.9" 0.08 "High specificity - uncorrected" 0.0785045985603943 0.0563953488372096 0.102854330708661 0.0464589818714514
"1603" 0.2863 "0.85" 0.01 "Max Youden - uncorrected" -0.0170045145293479 -0.0498830865159783 0.0144872283644683 0.0643703148804466
"1604" 0.0094 "0.85" 0.01 "High specificity - uncorrected" -0.00400742396723842 -0.0341365461847386 0.0221169036334906 0.0562534498182292
"1605" 0.2348 "0.9" 0.04 "Max Youden - uncorrected" 0.0578099653771393 0.0367877269881028 0.0769230769230769 0.0401353499349741
"1606" 0.0168 "0.9" 0.04 "High specificity - uncorrected" 0.0357404466939452 0.0188457008245 0.053046218487395 0.034200517662895
"1611" 0.1743 "0.95" 0.04 "Max Youden - uncorrected" 0.0557124101802521 0.0395336370946128 0.070748649343967 0.0312150122493542
"1612" 0.0259 "0.95" 0.04 "High specificity - uncorrected" 0.0424460307073882 0.0314336075205638 0.0547428032090606 0.0233091956884968
"1615" 0.299 "0.85" 0.04 "Max Youden - uncorrected" 0.0476907753947379 0.0186651583710408 0.0746159473299194 0.0559507889588786
"1616" 0.0141 "0.85" 0.04 "High specificity - uncorrected" 0.0438370808750345 0.0139720558882242 0.0737976782752894 0.0598256223870652
"1617" 0.2404 "0.9" 0.01 "Max Youden - uncorrected" 0.0141892165856279 -0.00688360450563198 0.0375191424196018 0.0444027469252338
"1618" 0.0114 "0.9" 0.01 "High specificity - uncorrected" 0.00592352042196181 -0.0125250501002007 0.0232853513971213 0.035810401497322
"1621" 0.2585 "0.9" 0.04 "Max Youden - uncorrected" 0.0424126151059173 0.0211563307493542 0.0627499231005844 0.0415935923512302
"1622" 0.0187 "0.9" 0.04 "High specificity - uncorrected" 0.0447800210332719 0.0236920039486669 0.0654028436018959 0.041710839653229
"1623" 0.2005 "0.95" 0.08 "Max Youden - uncorrected" 0.0748723024009633 0.0602489406779662 0.0906340436727177 0.0303851029947515
"1624" 0.0371 "0.95" 0.08 "High specificity - uncorrected" 0.0750204103805965 0.0616264294790346 0.0885698808234018 0.0269434513443672
"1627" 0.1645 "0.95" 0.04 "Max Youden - uncorrected" 0.0438715090379089 0.0289245332632133 0.0588387765681699 0.0299142433049566
"1628" 0.026 "0.95" 0.04 "High specificity - uncorrected" 0.0413199562488942 0.0303738317757008 0.051945080091533 0.0215712483158322
"1629" 0.2671 "0.85" 0.01 "Max Youden - uncorrected" 0.0178016929497974 -0.0110687022900764 0.0516528925619832 0.0627215948520596
"1630" 0.008 "0.85" 0.01 "High specificity - uncorrected" -0.0164323820955287 -0.0450733752620542 0.00976909413854441 0.0548424694005986
"1631" 0.3644 "0.8" 0.08 "Max Youden - uncorrected" 0.0826109012104448 0.0462842242503262 0.117861743237441 0.0715775189871148
"1632" 0.0146 "0.8" 0.08 "High specificity - uncorrected" 0.0718678564737317 0.00784313725490111 0.138248847926267 0.130405710671366
"1635" 0.2697 "0.85" 0.01 "Max Youden - uncorrected" 0.0391038608340944 0.0119262739428983 0.0646354350123282 0.0527091610694299
"1636" 0.0133 "0.85" 0.01 "High specificity - uncorrected" 0.0296051406772807 0.00553505535055289 0.0550139275766018 0.0494788722260489
"1637" 0.1475 "0.95" 0.04 "Max Youden - uncorrected" 0.0281963278999244 0.012978324859513 0.0429167753717714 0.0299384505122584
"1638" 0.0266 "0.95" 0.04 "High specificity - uncorrected" 0.0429893675588058 0.0302245250431778 0.0537252914343636 0.0235007663911858
"1641" 0.1936 "0.9" 0.01 "Max Youden - uncorrected" 0.0212306447284089 -0.000157977883096349 0.0415416916616678 0.0416996695447642
"1642" 0.0139 "0.9" 0.01 "High specificity - uncorrected" 0.0155242889543355 -0.00260960334029257 0.0322164948453611 0.0348260981856537
"1647" 0.1644 "0.95" 0.01 "Max Youden - uncorrected" 0.00791599470873389 -0.00790305584826134 0.0244945567651632 0.0323976126134245
"1648" 0.0195 "0.95" 0.01 "High specificity - uncorrected" 0.0215159565350487 0.0103672985781992 0.0306075833714026 0.0202402847932034
"1649" 0.2925 "0.8" 0.01 "Max Youden - uncorrected" 0.0236624132487925 -0.0108499095840866 0.0574883326262196 0.0683382422103062
"1650" 0.0128 "0.8" 0.01 "High specificity - uncorrected" 0.0338852041361985 -0.00226244343891378 0.0676895306859211 0.0699519741248349
"1651" 0.2309 "0.9" 0.01 "Max Youden - uncorrected" 0.00852058084727698 -0.0145110410094637 0.0291640673736743 0.043675108383138
"1652" 0.0103 "0.9" 0.01 "High specificity - uncorrected" 0.000588730253348619 -0.0174731182795702 0.0182755388940957 0.0357486571736659
"1653" 0.3494 "0.8" 0.08 "Max Youden - uncorrected" 0.0827528193685438 0.0502645502645501 0.116872078198045 0.0666075279334949
"1654" 0.0191 "0.8" 0.08 "High specificity - uncorrected" 0.114092051560533 0.0614035087719309 0.159574468085107 0.0981709593131761
"1657" 0.3475 "0.85" 0.08 "Max Youden - uncorrected" 0.0952932019230104 0.0691252779836918 0.121295279912184 0.0521700019284922
"1658" 0.0198 "0.85" 0.08 "High specificity - uncorrected" 0.0875648904420707 0.0543103448275859 0.118016759776536 0.0637064149489501
"1661" 0.3098 "0.85" 0.08 "Max Youden - uncorrected" 0.0866554277858701 0.0581920903954801 0.111808118081181 0.0536160276857009
"1662" 0.0192 "0.85" 0.08 "High specificity - uncorrected" 0.076792583654995 0.0447316103379716 0.107449856733525 0.0627182463955534
"1669" 0.1632 "0.95" 0.01 "Max Youden - uncorrected" 0.0160118075562728 -0.00107700592353246 0.0326737828690447 0.0337507887925772
"1670" 0.0171 "0.95" 0.01 "High specificity - uncorrected" 0.0170939201355728 0.00744622173193581 0.026328273244782 0.0188820515128462
"1671" 0.2034 "0.95" 0.08 "Max Youden - uncorrected" 0.0898301055965875 0.0733245729303549 0.10520156046814 0.0318769875377851
"1672" 0.0397 "0.95" 0.08 "High specificity - uncorrected" 0.0751747331992356 0.0629999999999997 0.0864406779661018 0.0234406779661021
"1673" 0.2147 "0.9" 0.01 "Max Youden - uncorrected" 0.0327271608302815 0.00978844332175558 0.05635528330781 0.0465668399860544
"1674" 0.0112 "0.9" 0.01 "High specificity - uncorrected" 0.0074863026840777 -0.00858034321372846 0.024809160305344 0.0333895035190725
"1675" 0.2152 "0.9" 0.01 "Max Youden - uncorrected" 0.0364539904817575 0.0151373283395756 0.057004244996968 0.0418669166573924
"1676" 0.0134 "0.9" 0.01 "High specificity - uncorrected" 0.0187958124336794 0 0.0365275142314993 0.0365275142314993
"1679" 0.3548 "0.8" 0.04 "Max Youden - uncorrected" 0.0386409955810816 0.00359227660529871 0.075325220310533 0.0717329437052343
"1680" 0.0121 "0.8" 0.04 "High specificity - uncorrected" 0.0186641326271033 -0.0513307984790881 0.0612052730696793 0.112536071548767
"1681" 0.3495 "0.85" 0.08 "Max Youden - uncorrected" 0.102650311837379 0.0751121076233184 0.128869690424766 0.0537575828014476
"1682" 0.0225 "0.85" 0.08 "High specificity - uncorrected" 0.101509432632529 0.0683453237410077 0.133580705009276 0.0652353812682683
"1683" 0.3356 "0.8" 0.04 "Max Youden - uncorrected" 0.0735365611056477 0.0384273656152823 0.104893617021277 0.0664662514059947
"1684" 0.0118 "0.8" 0.04 "High specificity - uncorrected" 0.0217018195845 -0.0376344086021503 0.0651214128035322 0.102755821405683
"1685" 0.2489 "0.9" 0.01 "Max Youden - uncorrected" 0.0179515228525071 -0.00327306733167081 0.0399571341090019 0.0432302014406727
"1686" 0.0139 "0.9" 0.01 "High specificity - uncorrected" 0.016683412034762 -0.00210748155953612 0.0304243394715775 0.0325318210311136
"1687" 0.3464 "0.8" 0.04 "Max Youden - uncorrected" 0.0714327469540125 0.0358724534986714 0.104193687851275 0.0683212343526036
"1688" 0.0135 "0.8" 0.04 "High specificity - uncorrected" 0.046464688366251 -0.00355871886120957 0.0942982456140345 0.0978569644752441
"1691" 0.1608 "0.95" 0.04 "Max Youden - uncorrected" 0.035447472674913 0.0193746659540352 0.0523210070810386 0.0329463411270034
"1692" 0.024 "0.95" 0.04 "High specificity - uncorrected" 0.0373779254014943 0.023794212218649 0.0495495495495497 0.0257553373309007
"1693" 0.2415 "0.9" 0.04 "Max Youden - uncorrected" 0.0552744655828972 0.034047919293821 0.0759299108515215 0.0418819915577005
"1694" 0.014 "0.9" 0.04 "High specificity - uncorrected" 0.0219966068309673 -0.00194805194805246 0.0479394449116908 0.0498874968597433
"1697" 0.3129 "0.85" 0.04 "Max Youden - uncorrected" 0.0424898111127574 0.01611090295991 0.070210449927431 0.054099546967521
"1698" 0.0171 "0.85" 0.04 "High specificity - uncorrected" 0.0551269397123585 0.0173076923076925 0.0831758034026458 0.0658681110949533
"1701" 0.3503 "0.8" 0.08 "Max Youden - uncorrected" 0.111023844857595 0.0768710550045086 0.143916266899259 0.0670452118947504
"1702" 0.0139 "0.8" 0.08 "High specificity - uncorrected" 0.0541380974043196 -0.0125899280575545 0.107466063348417 0.120055991405972
"1703" 0.3123 "0.85" 0.04 "Max Youden - uncorrected" 0.0595121506807045 0.0304645849200305 0.0861252731245446 0.0556606882045141
"1704" 0.0159 "0.85" 0.04 "High specificity - uncorrected" 0.0439253673501232 0.0122149837133555 0.070638820638821 0.0584238369254655
"1707" 0.2658 "0.85" 0.04 "Max Youden - uncorrected" 0.0274123502445985 -0.00272373540856044 0.0562889622295562 0.0590126976381166
"1708" 0.0136 "0.85" 0.04 "High specificity - uncorrected" 0.0394147037609876 0.00798403193612908 0.0758620689655166 0.0678780370293875
"1709" 0.1964 "0.9" 0.01 "Max Youden - uncorrected" 0.00446118553530329 -0.0179833012202954 0.0279666254635352 0.0459499266838306
"1710" 0.0107 "0.9" 0.01 "High specificity - uncorrected" 0.00556135092017039 -0.0151331719128326 0.0237854251012142 0.0389185970140468
"1711" 0.1589 "0.95" 0.01 "Max Youden - uncorrected" 0.00117936233760084 -0.0147724248070269 0.0178188638799573 0.0325912886869842
"1712" 0.0157 "0.95" 0.01 "High specificity - uncorrected" 0.0138134081536731 0.00233236151603473 0.0228557964184732 0.0205234349024385
"1715" 0.1622 "0.95" 0.04 "Max Youden - uncorrected" 0.033948316918826 0.0194355697550588 0.0490298898793919 0.0295943201243331
"1716" 0.0227 "0.95" 0.04 "High specificity - uncorrected" 0.0363354291823597 0.0241312741312743 0.0489443378119001 0.0248130636806258
"1717" 0.3333 "0.85" 0.04 "Max Youden - uncorrected" 0.0455418625617908 0.0158610271903323 0.0731218088986142 0.0572607817082819
"1718" 0.0168 "0.85" 0.04 "High specificity - uncorrected" 0.0504930743237449 0.0126582278481022 0.0823442136498508 0.0696859858017486
"1719" 0.311 "0.85" 0.08 "Max Youden - uncorrected" 0.0934936843997295 0.0674199623352167 0.118149466192171 0.0507295038569543
"1720" 0.0211 "0.85" 0.08 "High specificity - uncorrected" 0.0972976065883503 0.05979381443299 0.13128038897893 0.07148657454594
"1721" 0.3076 "0.85" 0.01 "Max Youden - uncorrected" 0.0202388076734168 -0.0106901725431357 0.0484826054774241 0.0591727780205598
"1722" 0.013 "0.85" 0.01 "High specificity - uncorrected" 0.0248317132816729 -0.00380228136882088 0.0521512385919166 0.0559535199607375
"1723" 0.2561 "0.9" 0.04 "Max Youden - uncorrected" 0.0375132432667173 0.0139022051773729 0.058655006031363 0.0447528008539901
"1724" 0.0166 "0.9" 0.04 "High specificity - uncorrected" 0.0362043179328156 0.0200458190148915 0.0524475524475525 0.032401733432661
"1725" 0.2511 "0.85" 0.01 "Max Youden - uncorrected" 0.0138325867152801 -0.0120201628538193 0.0439262472885032 0.0559464101423225
"1726" 0.0114 "0.85" 0.01 "High specificity - uncorrected" 0.0128108265440546 -0.0210084033613437 0.0412371134020622 0.0622455167634059
"1727" 0.1427 "0.95" 0.01 "Max Youden - uncorrected" 0.0229364442270921 0.00747835213854636 0.0370134825744084 0.029535130435862
"1728" 0.0137 "0.95" 0.01 "High specificity - uncorrected" 0.0110112312227246 0.00166852057842028 0.0210843373493973 0.019415816770977
"1729" 0.2251 "0.9" 0.04 "Max Youden - uncorrected" 0.0393942768772071 0.0172253258845436 0.060730593607306 0.0435052677227624
"1730" 0.0196 "0.9" 0.04 "High specificity - uncorrected" 0.0482945756147506 0.0224043715846994 0.0656934306569341 0.0432890590722347
"1733" 0.1534 "0.95" 0.01 "Max Youden - uncorrected" -0.00684738928516394 -0.0251623376623376 0.012029288702929 0.0371916263652666
"1734" 0.0105 "0.95" 0.01 "High specificity - uncorrected" 0.00141175762049848 -0.0058782849239282 0.00942318675042855 0.0153014716743567
"1739" 0.1662 "0.95" 0.04 "Max Youden - uncorrected" 0.0503495459091361 0.0339691664489156 0.0672346002621234 0.0332654338132078
"1740" 0.0297 "0.95" 0.04 "High specificity - uncorrected" 0.0497540622003428 0.0380794701986756 0.0599904397705548 0.0219109695718792
"1743" 0.1866 "0.95" 0.08 "Max Youden - uncorrected" 0.0761118053538572 0.0599245892809049 0.0921780352910193 0.0322534460101144
"1744" 0.0373 "0.95" 0.08 "High specificity - uncorrected" 0.0739449845271755 0.0619537275064268 0.0875929368029741 0.0256392092965473
"1745" 0.2641 "0.85" 0.04 "Max Youden - uncorrected" 0.0309740565783242 0.00131677953348368 0.0580291970802921 0.0567124175468084
"1746" 0.0145 "0.85" 0.04 "High specificity - uncorrected" 0.0395359224427619 0.0120000000000005 0.0729040097205348 0.0609040097205343
"1747" 0.1628 "0.95" 0.04 "Max Youden - uncorrected" 0.0471970169575686 0.0320813771517996 0.0613630540609788 0.0292816769091792
"1748" 0.0272 "0.95" 0.04 "High specificity - uncorrected" 0.0437427032650329 0.0319976076555022 0.0545047287207567 0.0225071210652545
"1749" 0.2897 "0.85" 0.08 "Max Youden - uncorrected" 0.0628815602841888 0.0344630616907845 0.091304347826087 0.0568412861353025
"1750" 0.0195 "0.85" 0.08 "High specificity - uncorrected" 0.0892227562011196 0.0526859504132242 0.120024875621891 0.0673389252086668
"1751" 0.2229 "0.9" 0.04 "Max Youden - uncorrected" 0.0529633677557203 0.0326664582682087 0.0739480198019803 0.0412815615337716
"1752" 0.0181 "0.9" 0.04 "High specificity - uncorrected" 0.0411649581820601 0.0226315789473683 0.0581605049594225 0.0355289260120542
"1753" 0.1703 "0.95" 0.04 "Max Youden - uncorrected" 0.0437653746112292 0.0286458333333334 0.0585699797160244 0.029924146382691
"1754" 0.0249 "0.95" 0.04 "High specificity - uncorrected" 0.0422552627750805 0.031020680453636 0.05287623474724 0.021855554293604
"1755" 0.3005 "0.8" 0.01 "Max Youden - uncorrected" -0.00842007262709886 -0.0450310559006211 0.0288419198590931 0.0738729757597142
"1756" 0.0087 "0.8" 0.01 "High specificity - uncorrected" -0.0142813015268477 -0.0539568345323741 0.0362116991643445 0.0901685336967186
"1757" 0.187 "0.95" 0.04 "Max Youden - uncorrected" 0.0636862703098852 0.0475125032903396 0.079205366357069 0.0316928630667294
"1758" 0.0254 "0.95" 0.04 "High specificity - uncorrected" 0.0400945930127308 0.0282204515272243 0.0514636449480643 0.02324319342084
"1759" 0.2055 "0.95" 0.04 "Max Youden - uncorrected" 0.0434649611508 0.0263855741182711 0.0607513988808951 0.034365824762624
"1760" 0.0231 "0.95" 0.04 "High specificity - uncorrected" 0.037785709765102 0.0249003984063747 0.0502148227712136 0.0253144243648389
"1761" 0.2018 "0.95" 0.08 "Max Youden - uncorrected" 0.0694351374517416 0.0534608133584703 0.0851372756071806 0.0316764622487103
"1762" 0.0358 "0.95" 0.08 "High specificity - uncorrected" 0.0747637974883471 0.0609339407744877 0.0875430539609643 0.0266091131864766
"1763" 0.2106 "0.95" 0.08 "Max Youden - uncorrected" 0.0802989096688758 0.063067878140032 0.096493540732929 0.033425662592897
"1764" 0.037 "0.95" 0.08 "High specificity - uncorrected" 0.0735799641828744 0.0591463414634149 0.0867647058823532 0.0276183644189383
"1765" 0.2196 "0.9" 0.01 "Max Youden - uncorrected" -0.00332113038606406 -0.0235772357723577 0.0174006775485061 0.0409779133208638
"1766" 0.0111 "0.9" 0.01 "High specificity - uncorrected" 0.00279139944904041 -0.0221774193548392 0.0223744292237438 0.044551848578583
"1767" 0.1872 "0.9" 0.01 "Max Youden - uncorrected" 0.00858245226671905 -0.011519302615193 0.0294482331060135 0.0409675357212065
"1768" 0.0098 "0.9" 0.01 "High specificity - uncorrected" 0.00392800934128329 -0.0121334681496459 0.0220949263502458 0.0342283944998917
